Time,CameraA Max,,,,,
20221221_134125,793,,,MEAN,STD,RSD
20221221_134329,660,,2215,675.26,19.3910424,0.028716409
20221221_134329,660,,2216,675.17,19.45990698,0.028822233
20221221_134329,682,,2217,675.05,19.59095596,0.029021489
20221221_134329,666,,2218,675.06,19.58345003,0.02900994
20221221_134329,659,,2219,675.1,19.60184489,0.029035469
20221221_134329,655,,2220,674.97,19.70563935,0.029194837
20221221_134329,700,,2221,674.82,19.8847081,0.029466685
20221221_134330,679,,2222,675.06,19.78767089,0.029312462
20221221_134330,696,,2223,674.65,19.69021446,0.029185821
20221221_134330,669,,2224,674.59,19.68596639,0.02918212
20221221_134330,679,,2225,674.19,19.65289451,0.02915038
20221221_134330,707,,2226,674.11,19.69048122,0.029209597
20221221_134330,685,,2227,673.92,19.73443895,0.029283059
20221221_134330,721,,2228,673.43,19.51184825,0.028973833
20221221_134330,704,,2229,673.07,19.62798198,0.029161873
20221221_134330,707,,2230,672.44,19.07736508,0.02837036
20221221_134330,686,,2231,672.08,18.81364216,0.027993159
20221221_134330,705,,2232,671.6,18.52380396,0.027581602
20221221_134330,668,,2233,671.28,18.54891431,0.027632157
20221221_134330,687,,2234,670.88,18.24318331,0.027192916
20221221_134330,689,,2235,670.94,18.2434823,0.02719093
20221221_134330,671,,2236,670.62,18.23958399,0.027198091
20221221_134330,671,,2237,670.34,18.16936038,0.027104694
20221221_134330,667,,2238,670.01,18.45469199,0.027543905
20221221_134331,637,,2239,669.74,18.63667504,0.027826731
20221221_134331,644,,2240,669.58,18.7288898,0.027971101
20221221_134331,686,,2241,670.03,18.47709748,0.027576523
20221221_134331,707,,2242,670.43,18.34035954,0.027356114
20221221_134331,702,,2243,670.17,18.30165583,0.027308975
20221221_134331,678,,2244,669.59,18.03985207,0.026941639
20221221_134331,672,,2245,669.18,17.75955,0.026539272
20221221_134331,634,,2246,669.13,17.74149675,0.026514275
20221221_134331,641,,2247,669.04,17.74961658,0.026529978
20221221_134331,651,,2248,669.07,17.69223707,0.026443028
20221221_134331,701,,2249,669.5,17.5248741,0.026176063
20221221_134331,727,,2250,669.53,17.49542797,0.02613091
20221221_134331,700,,2251,669.62,17.68111473,0.026404699
20221221_134331,693,,2252,669.06,16.70530068,0.024968315
20221221_134331,692,,2253,668.79,16.41586754,0.024545623
20221221_134331,678,,2254,668.62,16.24980497,0.024303498
20221221_134331,684,,2255,668.48,16.10601243,0.024093484
20221221_134331,692,,2256,668.21,16.17098974,0.024200461
20221221_134332,680,,2257,668.1,16.09975218,0.024097818
20221221_134332,685,,2258,667.79,15.93249332,0.023858538
20221221_134332,667,,2259,667.22,16.50073766,0.02473058
20221221_134332,676,,2260,667.19,16.47078528,0.024686799
20221221_134332,671,,2261,667.14,16.47895505,0.024700895
20221221_134332,682,,2262,666.95,16.48530107,0.024717447
20221221_134332,672,,2263,666.76,16.54752568,0.024817814
20221221_134332,664,,2264,666.72,16.51511704,0.024770694
20221221_134332,683,,2265,666.6,16.51996038,0.024782419
20221221_134332,671,,2266,666.57,16.52745191,0.024794773
20221221_134332,663,,2267,666.26,16.50688256,0.024775437
20221221_134332,652,,2268,666.15,16.51162737,0.024786651
20221221_134332,705,,2269,666.21,16.51096666,0.024783427
20221221_134332,699,,2270,666.37,16.44928232,0.024684908
20221221_134332,695,,2271,665.94,15.98472756,0.024003255
20221221_134332,704,,2272,665.52,15.65568926,0.023523995
20221221_134332,648,,2273,665.08,15.43554863,0.023208559
20221221_134332,664,,2274,664.7,14.92709556,0.022456891
20221221_134333,665,,2275,664.66,14.97757246,0.022534187
20221221_134333,702,,2276,664.74,14.99536629,0.022558243
20221221_134333,662,,2277,664.8,15.00841515,0.022575835
20221221_134333,688,,2278,664.2,14.70243572,0.022135555
20221221_134333,689,,2279,664.17,14.71002887,0.022147988
20221221_134333,691,,2280,663.76,14.61016666,0.022011219
20221221_134333,677,,2281,663.53,14.38816503,0.021684272
20221221_134333,654,,2282,663.31,14.12977013,0.02130191
20221221_134333,688,,2283,662.98,14.19203077,0.021406424
20221221_134333,648,,2284,662.99,14.18599039,0.02139699
20221221_134333,675,,2285,662.73,13.95943257,0.021063529
20221221_134333,673,,2286,662.7,13.9945877,0.021117531
20221221_134333,630,,2287,662.66,13.96476084,0.021073795
20221221_134333,658,,2288,662.41,14.00151146,0.021137228
20221221_134333,679,,2289,662.84,13.65203947,0.020596282
20221221_134333,693,,2290,662.65,13.85084689,0.020902206
20221221_134333,694,,2291,662.34,13.82810781,0.020877658
20221221_134333,667,,2292,662,13.48025117,0.020362917
20221221_134334,676,,2293,661.79,13.13588269,0.01984902
20221221_134334,691,,2294,661.43,13.48044225,0.020380754
20221221_134334,673,,2295,660.95,13.80702134,0.020889661
20221221_134334,652,,2296,660.71,13.48421824,0.020408679
20221221_134334,668,,2297,660.67,13.45328994,0.020363101
20221221_134334,656,,2298,660.61,13.50562546,0.020444174
20221221_134334,661,,2299,660.54,13.48506094,0.020415207
20221221_134334,657,,2300,660.54,13.48506094,0.020415207
20221221_134334,663,,2301,660.61,13.50562546,0.020444174
20221221_134334,656,,2302,660.67,13.50275318,0.020437969
20221221_134334,660,,2303,660.58,13.51705245,0.0204624
20221221_134334,643,,2304,660.58,13.51705245,0.0204624
20221221_134334,668,,2305,660.42,13.61830319,0.02062067
20221221_134334,659,,2306,660.86,13.75985964,0.020821142
20221221_134334,661,,2307,660.72,13.75770124,0.020822287
20221221_134334,658,,2308,660.61,13.81544663,0.020913166
20221221_134334,655,,2309,660.56,13.82306665,0.020926285
20221221_134335,674,,2310,660.74,13.90633894,0.021046613
20221221_134335,673,,2311,660.74,13.90633894,0.021046613
20221221_134335,672,,2312,660.51,13.8749793,0.021006464
20221221_134335,679,,2313,660.26,13.87288613,0.021011247
20221221_134335,656,,2314,660.18,13.8274942,0.020945037
20221221_134335,648,,2315,659.96,13.69945807,0.020758013
20221221_134335,661,,2316,660.04,13.69945807,0.020755497
20221221_134335,686,,2317,660,13.74074528,0.020819311
20221221_134335,653,,2318,659.8,13.87097835,0.021023004
20221221_134335,644,,2319,659.71,13.72772392,0.020808725
20221221_134335,679,,2320,659.77,13.71120238,0.020781791
20221221_134335,659,,2321,660.14,13.7803989,0.020874964
20221221_134335,673,,2322,660.11,13.74213825,0.020817952
20221221_134335,656,,2323,660.2,13.76424882,0.020848605
20221221_134335,661,,2324,659.83,13.91319046,0.021086023
20221221_134335,660,,2325,659.78,13.93605889,0.021122282
20221221_134335,658,,2326,659.73,13.94060634,0.021130775
20221221_134335,649,,2327,659.72,13.94076937,0.021131343
20221221_134336,658,,2328,659.7,13.94469596,0.021137935
20221221_134336,668,,2329,659.55,14.1402606,0.021439255
20221221_134336,659,,2330,659.6,14.14356405,0.021442638
20221221_134336,654,,2331,659.41,14.15719469,0.021469487
20221221_134336,665,,2332,659.03,14.66904595,0.022258541
20221221_134336,674,,2333,658.95,14.71848628,0.022336272
20221221_134336,655,,2334,658.57,15.04757103,0.022848856
20221221_134336,661,,2335,658.57,15.04757103,0.022848856
20221221_134336,638,,2336,658.1,15.87164424,0.024117375
20221221_134336,644,,2337,657.71,16.2737286,0.024743015
20221221_134336,651,,2338,658.02,16.18952149,0.024603388
20221221_134336,682,,2339,658.21,16.13472008,0.024513028
20221221_134336,684,,2340,658.23,16.12693023,0.024500449
20221221_134336,660,,2341,657.89,15.97845456,0.024287426
20221221_134336,649,,2342,657.83,15.89044246,0.024155849
20221221_134336,661,,2343,658.01,16.01671791,0.024341147
20221221_134336,673,,2344,657.99,16.02932603,0.024361048
20221221_134336,663,,2345,657.84,16.07100407,0.024429959
20221221_134337,637,,2346,657.79,16.03109037,0.024371137
20221221_134337,684,,2347,657.89,16.09498008,0.024464546
20221221_134337,654,,2348,657.79,16.25633987,0.024713571
20221221_134337,710,,2349,657.38,16.10494623,0.024498686
20221221_134337,671,,2350,657.57,16.17658552,0.024600553
20221221_134337,673,,2351,657.13,15.31135117,0.023300338
20221221_134337,676,,2352,657.05,15.25895994,0.023223438
20221221_134337,678,,2353,656.83,15.18509038,0.023118753
20221221_134337,651,,2354,656.84,15.19816576,0.023138307
20221221_134337,673,,2355,656.75,15.09791276,0.022988828
20221221_134337,661,,2356,656.96,15.1630332,0.023080603
20221221_134337,623,,2357,657.1,15.37576474,0.023399429
20221221_134337,682,,2358,657.33,15.60500761,0.02373999
20221221_134337,662,,2359,657.79,15.25692093,0.023194212
20221221_134337,657,,2360,657.68,15.11964406,0.022989363
20221221_134337,652,,2361,657.67,15.11708846,0.022985826
20221221_134337,678,,2362,657.64,15.12140766,0.022993443
20221221_134337,660,,2363,657.57,15.1639225,0.023060545
20221221_134338,661,,2364,657.32,15.02918373,0.022864334
20221221_134338,652,,2365,657.12,15.12592263,0.023018509
20221221_134338,660,,2366,656.63,15.77855276,0.024029595
20221221_134338,669,,2367,656.32,16.17010585,0.024637533
20221221_134338,668,,2368,655.97,16.46573117,0.025101348
20221221_134338,662,,2369,656.11,16.63627229,0.025355919
20221221_134338,657,,2370,656.21,16.73820707,0.025507394
20221221_134338,651,,2371,656.16,16.72820156,0.025494089
20221221_134338,666,,2372,656.05,16.75876071,0.025544944
20221221_134338,644,,2373,656.09,16.75135755,0.025532103
20221221_134338,672,,2374,655.81,16.81791673,0.025644496
20221221_134338,671,,2375,656.06,16.82639821,0.025647651
20221221_134338,642,,2376,655.78,16.79139992,0.025605233
20221221_134338,659,,2377,655.61,16.7216638,0.025505504
20221221_134338,647,,2378,655.65,16.69353894,0.025461052
20221221_134338,666,,2379,655.63,16.6906827,0.025457473
20221221_134338,669,,2380,655.65,16.68143285,0.025442588
20221221_134339,644,,2381,655.39,16.72105973,0.025513144
20221221_134339,655,,2382,655.44,16.76957322,0.025585215
20221221_134339,662,,2383,655.58,16.73149815,0.025521673
20221221_134339,645,,2384,655.56,16.7333937,0.025525343
20221221_134339,671,,2385,655.42,16.73753418,0.025537112
20221221_134339,648,,2386,655.57,16.7104002,0.025489879
20221221_134339,673,,2387,655.44,16.63956585,0.025386864
20221221_134339,639,,2388,655.48,16.62630264,0.02536508
20221221_134339,648,,2389,655.57,16.74602621,0.025544223
20221221_134339,659,,2390,655.65,16.6850656,0.025448129
20221221_134339,673,,2391,655.7,16.66939372,0.025422287
20221221_134339,631,,2392,655.72,16.67459206,0.025429439
20221221_134339,628,,2393,655.44,16.61648202,0.025351645
20221221_134339,667,,2394,655.81,16.47814285,0.025126398
20221221_134339,669,,2395,656.17,16.25619074,0.024774358
20221221_134339,646,,2396,656.23,16.30755851,0.02485037
20221221_134339,661,,2397,656.15,16.26384414,0.024786778
20221221_134339,656,,2398,656.16,16.25784659,0.024777259
20221221_134340,668,,2399,656.21,16.2805548,0.024809977
20221221_134340,663,,2400,656.06,16.35145562,0.02492372
20221221_134340,654,,2401,655.68,16.5119363,0.025182919
20221221_134340,656,,2402,655.33,16.7247805,0.025521158
20221221_134340,644,,2403,655.13,16.85988305,0.025735172
20221221_134340,687,,2404,654.9,17.00415873,0.025964512
20221221_134340,654,,2405,654.97,16.97321419,0.025914491
20221221_134340,648,,2406,654.72,16.67822629,0.02547383
20221221_134340,656,,2407,654.67,16.6878986,0.02549055
20221221_134340,676,,2408,654.64,16.70270044,0.025514329
20221221_134340,655,,2409,654.55,16.71953735,0.02554356
20221221_134340,651,,2410,654.12,16.7152504,0.025553798
20221221_134340,648,,2411,654.29,16.81046752,0.025692686
20221221_134340,664,,2412,654.11,16.94190609,0.025900699
20221221_134340,657,,2413,654.05,16.97435677,0.02595269
20221221_134340,664,,2414,654.13,17.04044802,0.026050553
20221221_134340,644,,2415,653.88,17.18072681,0.026275046
20221221_134340,641,,2416,653.73,17.15694341,0.026244693
20221221_134341,677,,2417,653.87,17.13384918,0.026203755
20221221_134341,659,,2418,653.69,17.36343249,0.026562182
20221221_134341,681,,2419,653.09,17.58505736,0.026925933
20221221_134341,676,,2420,652.81,17.71245923,0.027132641
20221221_134341,668,,2421,652.47,17.49080855,0.026807069
20221221_134341,636,,2422,652.15,17.34811433,0.026601417
20221221_134341,651,,2423,651.86,17.32285231,0.026574498
20221221_134341,656,,2424,651.75,17.45897066,0.026787834
20221221_134341,659,,2425,652.13,17.85160774,0.027374308
20221221_134341,656,,2426,652.01,17.86565748,0.027400895
20221221_134341,634,,2427,651.97,17.85432353,0.027385192
20221221_134341,663,,2428,651.73,17.96059379,0.027558335
20221221_134341,649,,2429,652.17,18.06053513,0.027692987
20221221_134341,621,,2430,652.03,18.02997224,0.027652059
20221221_134341,646,,2431,652.34,18.2425964,0.027964859
20221221_134341,627,,2432,652.73,17.98082874,0.027547116
20221221_134341,674,,2433,653.04,18.13023592,0.027762826
20221221_134341,608,,2434,653.34,17.94223053,0.027462318
